소고기야채볶음,소고기야채볶음,
돌나물초장,돌나물무침,
찐고구마*요구르트,기타 즉석식품_찐고구마,
분홍소세지전,옛날소시지전,
임연수데리야끼,임연수찜,
숙주맛살무침,숙주액젓무침,
도라지생채,도라지생채,
절편*식혜,떡_절편,
북어채국,북어국,
닭살야채무침,닭다리살야채볶음,
볼어묵조림,어묵조림,
새발나물,세발나물무침,
맑은순두부탕,맑은순두부탕,
오삼불고기,낙삼불고기,
감자브로콜리조림,브로콜리볶음,
무생채,무생채,
새우튀김*소스,새우튀김,
야채계란찜,야채계란찜프리타타,
모듬샐러드,모듬버섯샐러드,
토마토,토마토_생것,
돈육김치볶음,돼지고기김치볶음,
청포묵무침,청포묵무침,
계란부추국,계란부추감자국,
포실북어포무침,북어채무침,
김밥,김밥,
찐빵*미숫가루,호빵_안흥찐빵,
콩나물어묵국,어묵국,
동그랑땡,동그랑땡탕수,
두부쑥갓무침,쑥갓두부무침,
수제비국,수제비미역국,
고구마고로케,콘치즈고구마고로케,
만두탕수,만두탕수,
누룽지야채죽,청경채누룽지죽,
부추계란말이,부추계란찜,
코다리조림,코다리조림,
아삭이고추무침,아삭이고추된장무침,
우채그린피스볶음,청경채소고기볶음,
유과*두유,전통과자_유과,
표고달걀국,팽이버섯달걀국,
신선샐러드,콘샐러드,
제육간장불고기,제육불고기,
가지민찌나물,가지나물,
홍합콩나물국,콩나물국,
햄김치볶음,소시지김치볶음,
해쉬브라운튀김,감자튀김,
쌀국수무침,차돌박이쌀국수샐러드,
찐감자*미숫가루,찐감자,
우삼겹청경채볶음,대패삼겹청경채볶음,
숙주무나물,숙주나물,
추어탕,추어탕,
무짠지채,무짠지,
얼갈이민물새우국,민물새우탕,
기관제공(백설기),떡_백설기,
계란탕,명란계란탕,
수육*무무침,수육무침,
오이스틱,오이무침,
톳두부무침,톳두부무침,
야채전,채소전,
슬라이스황도,과일가공품_황도,
꼬막쪽파무침,꼬막무침,
멕시칸샐러드,멕시칸샐러드,
촉촉한파래무침,파래무우무침,
계란국,계란국,
스파게티무침,스팸소면무침,
새우살죽,새우살죽,
오리야채볶음,부추오리주물럭,
돌나물초무침,돌나물무침,
흰밥,쌀밥,
숙주오이냉채,닭고기오이냉채,
찐옥수수,찐옥수수,
간장비빔국수,간장비빔국수,
우엉땅콩조림,우엉땅콩조림_산업체,
마들렌*요구르트,비스킷/쿠키/크래커_마들렌,
